,coms,counts,iter,m,t,total counts
0,"{u'1644684112': [u'1770562684'], u'2082892671': [u'1411385860'], u'1625646585': [u'1625646585'], u'1767895280': [u'1767895280', u'5601768784', u'1884574242', u'1991194723', u'1778879003', u'3229125510'], u'1660452532': [u'1660452532'], u'1840563655': [u'1883304447', u'1743233785', u'1898566902', u'1840563655', u'1173724020', u'1747288443'], u'1634639267': [u'1634639267'], u'1630166265': [u'1630166265', u'1642512402', u'1638782947', u'1895682211'], u'2717582861': [u'2717582861'], u'1831538920': [u'1831538920'], u'1647030995': [u'1647030995'], u'1891437930': [u'1891437930'], u'1774276231': [u'1784552550', u'5136160871', u'6514629345', u'3883081566', u'5532084803', u'1788911247', u'6481510219', u'1989889583', u'1434701294', u'1894195274', u'6172839714', u'3460516424', u'1644114654', u'5107235973', u'6421853571', u'2150511032', u'1640766861', u'2813079494', u'1826036907', u'2891529877', u'1590753120', u'1497390470', u'1717313801', u'1877085483', u'1642591402', u'2159341521', u'5375583682', u'5018843454', u'1806732505', u'5240020574', u'3937348351', u'1772785672', u'5861669187', u'3068060074', u'5973916996', u'6052245344', u'1650981822', u'2102020823', u'1853937954', u'1854283601', u'1220419603', u'6498156270', u'1778879003', u'5355347548', u'6336662203', u'1725554573', u'5890289238', u'1642500775', u'1219461122', u'6237577713', u'1248522642', u'2169129705', u'1098618600', u'5342096824', u'3591355593', u'2024042357', u'1645005104', u'6135595658', u'5368811225', u'1883304447', u'3253586900', u'6384756646', u'1733958512', u'1757573407', u'1774276231', u'3098001013', u'2826328932', u'2123664205', u'1806800047', u'2002148123', u'2865341160', u'2545226175', u'1822970241', u'1651518101', u'3030737153', u'2128942304', u'1342704701'], u'1761898043': [u'1286189071', u'1618051664'], u'2411637190': [u'2411637190'], u'1567762360': [u'1567762360'], u'1885550660': [u'1644684112', u'1618051664', u'1974576991', u'1440349940', u'6481510219', u'1271638160', u'6172839714', u'1644114654', u'1642591402', u'2315579285', u'1885550660', u'2292019415', u'1707288313', u'1708922835', u'1454697654', u'1111681197', u'1853937954', u'5375583682', u'3933608018', u'2656274875', u'1335661387', u'1259914383', u'1646804300', u'2082892671', u'1642632622', u'1086233511', u'2868676035', u'1220419603', u'5601400969', u'1791283533', u'1704114862', u'1881159861', u'2286908003', u'1804589615', u'1211422861', u'1887344341', u'2060903445', u'1893801487', u'3802896629', u'2993049293', u'2213841422', u'1894195274', u'1733958512', u'1757573407', u'1661598840', u'1642088277', u'2839107347', u'5044281310', u'1715187682', u'2145198931', u'1694061470'], u'1817162382': [u'1817162382'], u'1685702730': [u'1685702730'], u'1765870915': [u'1765870915'], u'3713325983': [u'3713325983'], u'3170766712': [u'3170766712'], u'1733958512': [u'1767895280', u'5601768784', u'1884574242', u'1440349940', u'3933608018', u'1806732505', u'1733958512', u'1335661387', u'1476882272', u'1784552550', u'1949112803', u'1806800047', u'1717313801', u'1642591402', u'1894195274', u'6172839714', u'1646804300', u'6481510219', u'1778879003', u'1642088277', u'3883081566', u'1822970241', u'1219461122'], u'1398191274': [u'5601768784', u'1991194723', u'1767895280', u'1717313801', u'1806800047', u'3883081566'], u'5532084803': [u'1917826931'], u'6202994144': [u'6202994144'], u'1669339893': [u'1669339893'], u'1700040344': [u'1700040344'], u'1283367840': [u'1283367840'], u'1584255432': [u'1584255432'], u'2035895904': [u'2035895904'], u'6095782885': [u'6095782885'], u'6380524663': [u'6380524663'], u'6491886680': [u'6491886680'], u'5881873098': [u'5881873098'], u'1818794613': [u'1818794613', u'5994510932', u'1752387114', u'1713053037'], u'3042518263': [u'5364020718', u'3042518263'], u'6147250279': [u'6147250279'], u'1791283533': [], u'2150758415': [u'2150758415'], u'1897299713': [u'1897299713'], u'5902310309': [u'5902310309'], u'1763760351': [u'1763760351'], u'3810897127': [u'3810897127'], u'2880620770': [u'2880620770'], u'2683611852': [u'2683611852'], u'1414660523': [u'1414660523'], u'1261823123': [u'1261823123'], u'1713053037': [u'1885550660', u'3167305545', u'1640766861', u'1286189071', u'1687442081', u'2128942304', u'6052245344', u'1642500775', u'1853937954', u'1248522642', u'1694061470', u'6421853571', u'1086233511', u'6237577713', u'1761898043', u'3253586900', u'2102020823', u'5018843454', u'3229125510', u'5890289238'], u'1405759702': [u'1405759702'], u'5714066718': [u'5714066718'], u'6135379772': [u'6135379772'], u'5841865267': [u'5841865267'], u'1670992803': [u'1670992803'], u'1774581171': [u'5065070499', u'1774581171'], u'6104340427': [u'6104340427'], u'2201109250': [u'2201109250'], u'2145198931': [], u'1180860635': [u'1180860635'], u'1846116411': [u'1846116411'], u'5390035939': [u'5390035939'], u'1584169463': [u'1584169463'], u'1154814271': [u'1895964183', u'2028810631'], u'1769304197': [u'2315579285', u'1769304197', u'2343372547'], u'5666811389': [u'5666811389'], u'3030737153': [u'1798420434'], u'3931467804': [u'3931467804'], u'5134199322': [u'5134199322'], u'5107015507': [u'5107015507'], u'1810565032': [u'1810565032'], u'6019936935': [u'6019936935'], u'1787385115': [u'1787385115'], u'1876879003': [u'1895964183', u'6305490806', u'1642545715', u'1841512231', u'1876879003', u'6284986332', u'1741045574', u'2835724503', u'1804589615'], u'1707288313': [u'1820114225', u'1707288313', u'5601400969'], u'6051943683': [u'6051943683'], u'2284351872': [u'2284351872'], u'1192428237': [u'1192428237'], u'1580275663': [u'1787872561'], u'6445045850': [u'6445045850'], u'2858270197': [u'2858270197'], u'2167653363': [u'2167653363'], u'1752387114': [u'3167305545', u'1713053037'], u'1789207050': [u'1789207050'], u'2272673835': [u'2272673835'], u'5856932646': [u'5856932646'], u'2703721241': [u'2703721241'], u'1486489760': [u'1486489760'], u'2276464851': [u'2276464851'], u'5997605338': [u'5997605338'], u'1881159861': [u'2568924782'], u'5141478599': [u'5141478599'], u'1876449353': [u'1876449353'], u'1782350153': [u'1782350153', u'1772785672'], u'3603490742': [u'1885109463', u'2713019943', u'1618051664', u'1974576991', u'6395567328', u'1440349940', u'1800644433', u'1687972584', u'1642088277', u'2393831515', u'1580275663', u'3933608018', u'6562098560', u'1335661387', u'1496852380', u'1646804300', u'6052245344', u'5500117244', u'1779990993', u'6413358713', u'1881159861', u'3603490742', u'2286908003', u'5384771805', u'5534294557', u'2156430897', u'2108175657', u'1655367423', u'6478204634', u'5018843454', u'1739787607', u'5811341303', u'1651518101', u'1854283601'], u'1614147020': [u'1614147020'], u'5943769322': [u'5943769322'], u'3248050592': [u'1154814271', u'2060029603', u'1712686623', u'2780457263', u'1728885872', u'2318910945', u'3248050592', u'1778758223'], u'1848913243': [u'5386140688', u'2091207590', u'3098001013', u'1398191274', u'5368811225', u'1757353251', u'1348834234', u'1848913243', u'5263389118'], u'1713781693': [u'1713781693'], u'1449938280': [u'1449938280', u'1657049704', u'1740429415'], u'1708922835': [], u'5482578449': [u'5482578449'], u'6077851624': [u'6077851624'], u'6522628280': [u'6522628280'], u'2840351502': [u'5338895597', u'1974576991', u'1648948823', u'2150511032', u'2320257060', u'1298535315', u'1780179803', u'5143789987', u'6464401646', u'2258727970', u'5044281310', u'1768198384', u'1746399331', u'1226888545', u'1751801787', u'1257247275', u'1169406732', u'1476882272', u'1224180577', u'1884723931', u'5770828554', u'2199180467', u'1645289855', u'1314608344', u'1576096920', u'1841512231', u'1483330984', u'1877085483', u'1561015262', u'1983026375', u'1872835222', u'1769552795', u'2840351502', u'2726698224', u'5364020718', u'1720173771', u'2185608961', u'6548109308', u'2185516500', u'2803301701', u'1782970154', u'1669919397', u'1214603422', u'1068385283', u'1131083900', u'1445403190', u'6352297044', u'2868676035', u'1725554573', u'1742566624', u'2656274875', u'1827302732', u'6393953260', u'1774276231', u'3939426052', u'1809230603', u'2891529877', u'1488683510', u'5496045720', u'2839246134', u'1974945511', u'6484483547', u'2028810631', u'2072929837', u'1211422861', u'1750513063', u'2286908003', u'2044082510', u'2024042357', u'5384479977', u'1800644433', u'1757721507', u'2658914782', u'1496852380', u'1883881851', u'1662766362', u'1654740320', u'1638782947', u'1675879910', u'1642585887', u'1747288443', u'3229125510', u'2343372547', u'3875042169', u'2006455031', u'1624746104', u'2930162624', u'1661598840', u'1759232261', u'1581061494', u'1998988241', u'3603490742', u'1044527073'], u'3445249020': [u'3445249020'], u'5067914848': [u'5067914848'], u'3022704283': [u'3022704283'], u'2032999983': [u'2032999983'], u'1421038965': [u'1421038965'], u'1664275343': [u'1664275343'], u'2935568055': [u'2935568055'], u'1248369912': [u'1248369912'], u'3800478724': [u'1577897985', u'3800478724', u'1883881851', u'1271638160'], u'3492713452': [u'3492713452'], u'1278089051': [u'1278089051'], u'1321876822': [u'1321876822'], u'3169761163': [u'3169761163']}",115,8,6,0.04739700000000013,466
